y	x
0	discontent
0	subverts
0	the magnitude of the threat they pose
1	appreciated
1	champion of freedom
0	freaky
0	such remarks
1	the approval by
1	has written the name of moscow on the registration page of the american side
0	will employ a crafty trick
1	undoubtedly strong and well thought out
0	either you are with us or you are with the terrorists
0	interfered
1	readiness to enter dialogue
0	taking issue with
1	stands on the side of justice
0	current understanding
0	find itself an outcast of
0	no more than an improved carbon copy
0	they are able to do whatever they want with countries by means of the imf
0	had particularly harsh words for
1	welcomed
1	wold rather
1	hope
0	do n't trust
0	will again attack
1	expressed goodwill
0	dangerous situation
0	abandoned
0	worries
1	has promised
0	dont want
0	incapable leader
0	refusing
0	take to the streets
0	suspected
0	have further denied our democratic space
1	their national interests
0	their aggressions
0	not an acceptable method
1	improve the fate
1	called on
0	could not be said
0	problem is
0	not satisfactory
0	play into the hands
0	all the global bellyaching
1	one of the few enlightened officials
0	risks
0	perpetrators
0	will not withdraw
1	victory of justice and freedom
0	extremists
1	peace to prevail
0	infringes
0	will be irresponsible
0	stay in denial
0	inhumane
0	the biggest concern
1	neither very complicated nor very expensive
0	can not
1	responsible
0	rejected
1	must think
0	paint a grim picture
1	no international problem
0	criticism
0	plotting
0	good pupils
0	is worst
1	in supporting
1	is sensible
0	disdaining
0	have refused to recognise
0	seeking revenge
1	confident
0	pure fiction
0	place additional restrictions on freedom of expression and the press
0	far more bares bones
0	criticizes
0	several occasions
1	alleged support
0	sympathy
0	put an end
0	media conspiracy
0	ridicule
1	was a gift
1	show of support
1	great leader
0	trying to provoke protests
1	back on track
0	axis of evil
0	crisis of illegitimacy
0	modern , civilized instruments of coercion
0	whose hair is not blondest of the blonde
0	gulf between
1	would be accepted
1	begin to feel
0	expected
0	how can
0	sowing the seeds of hatred and malice
1	want
0	discrimination
0	there will always be an argentine risk
0	appeared
1	their side of the story
1	massive potential market
0	hampering
0	hate
0	growing tendency to act first and consult later
0	is the problem
0	only because
0	derived nothing but encouragement
0	condemned
1	could lead to an opening
0	judgment
0	continued violence and aggression
0	enemy
0	illegal
1	enjoy
0	has accused
1	is determined to pursue
0	nothing other than
0	not active enough
0	criticism
0	axis of evil remark
0	against
1	should stop
0	concerns
0	no one but she knew how far she was prepared to go
0	have expressed dissatisfaction but not surprise
1	confidence
0	questioned
0	is self inflicted
1	seeks
0	expulsion
0	but
1	can prevent
1	maintains its support
0	problems remain
0	nothing would come of a meeting
0	america 's biding
1	will
1	tighter than death row
0	in no way
1	has been efficient enough
0	thanks to a deft mix of populist policies , nationalist rhetoric , and political patronage
1	good luck
0	harsh criticism
0	long refused
0	the scathing kesas report
0	slammed
0	the suspicions
1	to imagine
0	the sole purpose
0	doubts
0	grief and sorrow
0	it delivered that blow , and hit argentina
1	its backing
0	great fanfare
0	pays no attention
0	questionable
1	are being well treated
0	unlawful combatants
0	denied
0	axis of evil
1	very pleasant for
1	success
0	considered
0	it is conducting a war without rules
0	heavy human losses
0	have taken a disastrous toll
0	was a consensus without any consensus
0	subjugate
1	were also satisfied
0	desperately needs
0	thinking
0	taking advantage of this
1	recognition
0	condemnation
0	because it has a coffee pot and seascape paintings that look pilfered from a south florida retirement village
0	unsubstantiated
1	it could blossom
0	deleterious
1	peaceful reunification and 'one country two systems
1	indeed a good day
1	willingness to help
1	strong support
1	wo n't be sacrificed
0	inappropriate
0	faux pas
0	product of `western biased
0	so called
0	greenpeace is here to voice the concerns of millions of people
1	spurred on
0	the criticism
1	a correct solution
0	so called values of democracy and human rights
0	would not recognize
0	unfair
1	legitimate dissent
0	long way to go
1	will continue to show american power and purpose in support of
0	was mistreating its hostages
1	plan
0	a long road ahead of us
0	inclined to give way to rapture
0	contravenes
0	rioting
0	throttling
1	epoch making
0	warned
0	does not want
0	suspected
0	disapprove
0	violation
0	subsequently denied
0	i am a jailed president
0	difficulty , of course
0	parts of an axis of evil
0	grudgingly
0	scenes of destruction
0	illegitimate
0	the suspicions
0	would not
0	threatens
1	will of
0	any pretence of fairness to all sides
0	hurdles in the realization of their vested interests
1	support
1	called for
0	tarnishing the image
1	recommendations
1	support for
0	so called truths
0	whose land was occupied
1	want
0	vicious remarks that called
0	violates international agreements
0	caused unease
0	mother of terrorism
0	own exclusive interests
0	have warned
0	if we fail
0	jumped to the conclusion
0	leak over the frontiers
0	is obsolete
0	labeling
0	warned
0	condemnation
0	the rioting
0	are the targets of suppression
0	held hostage
1	strictly abide
0	a revolving door
0	promote instability
1	ensure the stability
0	steel cages
1	with a hope
0	will not allow
0	like when one loses one 's virginity and the only solution is to enter a convent
0	desperate
0	may not
1	we should remain calm
0	charged
1	approving
0	does not qualify for any of the laws
0	dings
0	taking away from
0	accusations
0	was annoyed
0	unrealistic
0	accusing
1	wants
1	believe
0	outmanoeuvred
1	important
1	this milestone
0	too
1	really useful
0	have criticized
1	explicit statements of support for
0	practically scream , ca n't wait till you leave
0	exaggerated
0	does not wish
0	everything
1	defended
0	nervous
0	political warning must be heeded
1	apparently thought
1	rules in favour
0	harboring serious doubts
0	camp x ray
0	is stiffening in its attitude toward
0	was tougher
1	proudly announced
0	is criticized
0	shoot president mugabe out of office
1	want
0	targets are the groups that are regarded as enemies
0	what is europe
0	consequences
0	are not happy
0	astonished
0	signaling a toughening policy
0	play with
1	the best way
1	there should not be surprises
0	axis of evil
0	the serious crisis
0	disapproved
0	marred by state sponsored violence
0	blinding eyeglasses , masks incapacitating the mouth and nose , ear splitting ear phones
0	warned
0	hollering
0	disapproval
1	he could be very useful
1	am confident
0	were accused
1	widely popular
1	endorsed
1	sustainable advocacy
0	claim
0	chronic complainers
0	celebration ,
1	quiet diplomacy
1	pre eminently a nation of laws
0	campaign
0	you get the feeling
0	put all the blame
1	pursued
0	disagreeable
0	not satellites
0	harsh
0	sanctions busting
1	sign of progress
0	tensions
0	names
1	stressed
0	now resembles the destruction of the very people
1	honest
0	illegitimate
0	dishonored the uniform
1	want
1	would lay the firm foundations
0	brutality
0	rebelled
0	show no sign
0	affecting their medical , economic , educational , and social life
0	that makes them about as dangerous as a person can be in modern times
0	provokes
0	only
0	has already warned
0	completely isolated
1	welcomed
0	smear campaign
0	continue to obstruct
1	good relations
0	concluded
0	have raised fresh questions
0	axed
1	only solidarity and generosity
0	were highly critical
1	completely from palestinian areas
0	am afraid to say
1	to please
1	wanted
0	will surely be on the president 's lips
1	had unanimously adopted
0	decided
0	is not a good neighborly field
1	reiterated his call for
0	accuses
0	felt
0	stolen
0	damage to the international coalition against terrorism
0	several different disputes
0	last ditch
1	timely
1	want
1	will seek
1	defend
1	rubbed their palms at length
0	in face of the economic and government paralysis
1	would like to tell
0	accused
1	nostalgia
0	fantasy of a world kingdom
0	similar protests
0	the concerns
0	warned
1	most audacious
0	desperate
0	between civilization and barbarity
0	act of betrayal against mankind
0	flawed
1	placed hopes
1	urging
0	played the same tactic again
0	treating people this way
0	tendency toward confrontation
0	labeled
1	defends
0	were fears
0	the threats launched
0	bitterly fought
0	observers
0	made a mistake in not saying no
0	was tired
0	gross misstatement
0	surging
0	attached little value
0	roundly condemned
0	reminiscent of the torture centres
1	now a reality
0	went it alone
1	sought to ease
1	is optimistic
0	a body blow
0	was biased against
0	strongly criticized
0	tough guys
0	premature
0	probably never
1	pressure
1	considers
0	hard line wing
1	peaceful
0	serve its political purpose
1	valiant intifadah
1	wants
0	badly resolved problems
1	most cogent argument
0	were irritated
0	unnecessary
0	invisible
0	injured scores
0	too harsh
0	threatened
0	treading a path of coercion , intimidation and blackmailing
0	falls far short
0	sadly
0	playing with words
0	criticism
0	old man
0	have a conviction
1	could hardly hide his excitement
0	mild and routine criticism
0	might agree
0	slander
0	far out of tune
0	is either angling to end the embargo or inching ever closer to dementia
0	illusion
0	alleged rights violations
0	current extremely perilous situation
1	would n't it be better
1	committed
0	are feeling
1	accepted
1	can never dampen or bend
0	going to the dogs
0	does not want anything to do with
0	without admitting
1	plan
0	poured all kinds of abusive words
0	did not intend to ratify
1	has been eager
1	much fairer
0	pessimistic again
1	wanting to return
0	personally offended
1	growing amplitude
1	guarantee
1	particularly malaysia , is succeeding
0	is being sharply criticized
1	promote
1	then
0	refused to allow
1	support
0	enormous concern
0	cuban club fed
0	despite all of this , however
0	a little uneasy
0	nonexistence
0	will undoubtedly rub off
1	honored his commitment
0	lack of confidence
0	because one can do it even with eyes closed
1	for the first time
0	blaming
1	call for
0	makes no bones about considering
0	what fate awaits argentina 's crisis stricken economy
0	fear
0	disagreement
0	still smarting
1	calls
0	in hell
1	proactive approach
0	is the victim of an explosive situation
